id,materia,contenido,correcto,tiempoRespuesta,comuna,nivel,fecha
iITN9cirppIyo3FnSrcn,lengua,clasificacion-adjetivo,true,6.1,Comuna 10,5p,2026-08-26T13:22:19.880Z
iMteXEHAw2iZOjCLI3Xu,lengua,clasificacion-adjetivo,false,3,Comuna 10,6p,2026-08-20T17:17:49.784Z
iQBfutEc0YTv8ym8ZSWK,matematica,fracciones,true,8.3,Comuna 6,6p,2026-08-24T15:36:05.203Z
iXxVXCJhNJKfOjhRfhIj,geografia,continentes,true,3.2,Comuna 10,5p,2026-08-26T13:09:12.315Z
ifv08bduCjCYo0X9Tsxy,lengua,orden-oraciones,true,5.6,Comuna 9,7p,2026-08-28T22:35:23.443Z
j0znCoqeaSTtkmPzpP3q,geografia,continentes,true,2.2,Comuna 10,7p,2026-08-26T13:10:18.227Z
j6yDG6VvFCw2hriFGupf,lengua,clasificacion-verbo,true,2.6,Sin comuna,6p,2026-08-28T22:38:44.709Z
jBuoqpD8i4xNBUbkbJu1,lengua,clasificacion-verbo,true,10.3,Comuna 10,5p,2026-08-26T13:22:05.888Z
jKgenggQxrwyCHABhLs9,ingles,vocabulario-colores,false,7.4,Comuna 10,7p,2026-08-26T13:12:46.732Z
joOQtrnGGCgyrgJLgDu0,artes_visuales,colores,true,3.3,Comuna 12,6p,2026-08-31T14:58:36.882Z
k3fbRVlY6Du1zoC5JBNa,geografia,continentes,false,7.1,Comuna 10,5p,2026-08-26T13:09:01.075Z
kI84x6vvkEt1XP8ZaDMQ,musica,instrumentos-viento-madera,true,2.8,Sin comuna,6p,2026-08-28T14:12:27.050Z
kS4TctdksGvV6NYRzBBO,ingles,vocabulario-animales,false,1.3,Comuna 10,5p,2026-08-26T13:17:10.303Z
ks1sAdooHHi83TuvgWlC,matematica,coordenadas,true,3,Comuna 12,7p,2026-08-31T14:57:52.007Z
l8NQsRcYSfB3KRpKfAAp,ingles,vocabulario-animales,true,2,Comuna 10,7p,2026-08-26T13:13:12.953Z
lCFoC9tjQl822jEZjT0j,artes_visuales,escultura,true,1.4,Comuna 15,5p,2026-08-31T15:00:24.338Z
lZsBsFSWrcfmhZvRn6gU,matematica,fracciones-equivalentes,false,1.1,Comuna 10,5p,2026-08-26T13:19:38.472Z
lld1oi9y2iuLs3i7I6Ts,lengua,orden-oraciones,true,4.8,Comuna 8,7p,2026-08-31T14:57:22.109Z
lobCtatQckxKVErbwFFw,lengua,clasificacion-sustantivo,true,2.9,Comuna 10,5p,2026-08-26T13:16:26.426Z
mTBltL5EtJ5osw6E87Eu,matematica,area,false,4.6,Comuna 10,5p,2026-08-26T13:25:04.611Z
mo6ZCEZiw6ojQnGZ5Zl7,lengua,clasificacion-sustantivo,true,1.9,Sin comuna,6p,2026-08-28T22:38:49.245Z
mvV26hSJPk0f1gD4pBeJ,lengua,clasificacion-adjetivo,true,4.2,Sin comuna,5p,2026-08-27T17:01:34.100Z
n9xUGJL4EjQT7dyzwnKn,artes_visuales,colores,true,10.9,Comuna 9,7p,2026-08-28T22:34:12.415Z
nHMJRdkIXsukSugQmB2u,lengua,clasificacion-sustantivo,true,3.9,Sin comuna,5p,2026-08-27T17:01:37.983Z
naeeLfJzv6sTsIdgLQCT,ingles,vocabulario-colores,true,1.7,Comuna 10,6p,2026-08-26T13:15:07.208Z
nmW5cy13lm3ZVwpEqZNt,geografia,paises,true,6,Comuna 10,7p,2026-08-26T13:10:25.293Z
o0p674ZJgCrMW23Uf4jP,ingles,vocabulario-colores,false,6,Comuna 10,6p,2026-08-26T13:14:39.720Z
o3K1vH8IqwyQD8GvhYcD,ingles,vocabulario-animales,false,3.7,Comuna 10,6p,2026-08-26T13:14:44.321Z
oI37ykoz9A818Cb7OXdu,ingles,vocabulario-animales,true,1.8,Comuna 10,6p,2026-08-26T13:14:47.050Z
oPNzEvttUVxttAgQSFZO,ciencias,materia,true,2.5,Comuna 9,5p,2026-08-28T22:21:26.073Z
oRJbfAKNqxTebyIEcE7a,matematica,proporcionalidad,false,11.4,Comuna 10,7p,2026-08-26T13:24:01.075Z
oWWPY1ikYPZ0ecMKYafS,geografia,continentes,true,5.9,Comuna 9,7p,2026-08-28T22:30:02.308Z
obogY0PnjNhHaWnfuxxY,tecnologia,comunicacion,true,10.3,Comuna 9,7p,2026-08-28T22:32:39.874Z
ovdVRlkni9CrJY585jSb,ingles,vocabulario-colores,true,1.8,Comuna 10,5p,2026-08-26T13:17:23.610Z
p1s10yzSU9IvNNlkNbs9,matematica,proporcionalidad,true,6.4,Comuna 6,6p,2026-08-24T15:35:39.211Z
pCEepsxRgsEIGfKFbORF,tecnologia,maquinas,false,4.3,Comuna 1,5p,2026-08-31T14:56:45.112Z
phRtO5GL1GFzTqm2fpxd,artes_visuales,colores,false,0.7,Comuna 15,5p,2026-08-31T15:00:27.072Z
pu8w7U7aqUGFXC6xhca0,ingles,vocabulario-animales,false,1.3,Comuna 10,6p,2026-08-26T13:14:51.810Z
qBQHAMnT8hniw8aIc9kl,geografia,paises,true,4.3,Comuna 10,5p,2026-08-26T13:08:49.587Z
qdi868o6OZTbHXNKG20d,matematica,fracciones,true,2.8,Comuna 10,5p,2026-08-26T13:24:59.195Z
qyksQgJy0EcmBJnyuN8Z,ingles,vocabulario-colores,false,2,Comuna 10,6p,2026-08-26T13:13:59.989Z
rci2iOtiZe742hSkmrmh,ingles,vocabulario-colores,false,2.3,Comuna 10,6p,2026-08-26T13:14:59.248Z
rruV4UhYDSHpkydRUfsM,ciencias,seres-vivos,false,1.6,Comuna 1,5p,2026-08-31T14:55:50.707Z
s88Hy2C3BIpwIxMHvBOu,matematica,fracciones-equivalentes,true,3.1,Comuna 10,5p,2026-08-26T13:24:55.606Z
s8DT7q6ibEipuY8y332H,tecnologia,dispositivos,true,4.4,Comuna 10,6p,2026-08-26T13:11:53.758Z
sMo7o2A0pJjneZPFsCXF,geografia,continentes,true,2.5,Comuna 10,6p,2026-08-26T13:10:57.003Z
sUejMfUCxpC3LGxEhbKE,matematica,estadistica,false,7.4,Comuna 10,7p,2026-08-26T13:07:25.562Z
siTBBZzItdJHRs3VInQ8,ingles,vocabulario-sustantivos,false,2,Comuna 10,6p,2026-08-26T13:14:49.642Z
smCSu3tWsAX0ALTY6zwn,musica,instrumentos-cuerda,true,1.7,Comuna 1,5p,2026-08-31T14:56:15.313Z
tb841azIpjy00UyroqK8,musica,instrumentos-viento-metal,false,0.8,Comuna 12,6p,2026-08-31T14:58:19.252Z
u1hzQEEt9tjzJ5Cr1iZe,musica,instrumentos-cuerda,true,1.1,Comuna 10,7p,2026-08-26T13:17:56.906Z
uEqjF6glWJtEJoEAdJrW,lengua,clasificacion-verbo,true,1.5,Sin comuna,6p,2026-08-28T14:09:50.244Z
uIg1UgTuWgexLLXvV2PS,lengua,clasificacion-adjetivo,true,3.1,Comuna 12,6p,2026-08-31T15:02:20.161Z
ue6rcqa679CbXNLYtwv8,musica,instrumentos-teclado,true,1.3,Comuna 12,6p,2026-08-31T14:58:17.950Z
ufxHWOzkaAystw5vn1c8,musica,instrumentos-viento-madera,false,1.7,Comuna 5,7p,2026-08-31T15:00:58.412Z
ul0CEUwWNBQWL4dinqLf,lengua,clasificacion-sustantivo,true,5.6,Sin comuna,6p,2026-08-28T22:38:42.613Z
umHyJl1ie9Pj1Nk40qm3,lengua,orden-oraciones,true,7.5,Comuna 9,7p,2026-08-28T22:36:05.228Z
vL0hwocO6hQBXII7YTvC,matematica,geometria,true,0.6,Comuna 1,7p,2026-08-27T23:15:10.183Z
vSTpTCBkUoLgpIaeKhfv,matematica,geometria,true,5,Comuna 10,7p,2026-08-26T13:07:17.396Z
ve0bIF7vBJ34UGDylP9p,geografia,paises,true,3,Comuna 10,6p,2026-08-26T13:09:55.041Z
w42ocpHjFFsSuDBBSlA1,tecnologia,tecnologia-cotidiana,true,3.9,Comuna 1,5p,2026-08-31T14:56:39.814Z
wK1OLqmEuJ0gqNyCHd9W,tecnologia,tecnologia-cotidiana,true,11.7,Comuna 9,7p,2026-08-28T22:33:18.783Z
waoON2KjGj77wVxoNtL8,tecnologia,dispositivos,true,10,Comuna 10,7p,2026-08-26T13:06:40.228Z
wtqliwKDJs2sC306J7aC,musica,instrumentos-viento-metal,true,19.2,Sin comuna,6p,2026-08-28T14:12:53.933Z
xF6EBu5mP7207xcz3C3r,geografia,continentes,true,2.8,Comuna 5,6p,2026-08-31T15:01:17.749Z
xOY8FSlNfosdGkrKlPk6,matematica,operaciones-combinadas,true,9.2,Comuna 9,7p,2026-08-28T22:31:19.661Z
xrihKYMqwz4ITUYtJVxD,tecnologia,tecnologia-cotidiana,true,3.5,Comuna 15,5p,2026-08-31T14:59:48.541Z
y3OyDvqTSXcKucjgNyAa,musica,instrumentos-viento-madera,false,1.1,Comuna 1,5p,2026-08-31T14:56:19.740Z
yEiinFvYKgOJXLdzLZwa,lengua,clasificacion-verbo,true,6.7,Comuna 10,5p,2026-08-26T13:16:01.075Z
ySfmHjUz9yWv4GzbZxNw,artes_visuales,colores,true,12.3,Comuna 9,7p,2026-08-28T22:33:49.334Z
yWhzbZxz7oxXBRkMm2Dx,geografia,continentes,true,2.1,Comuna 5,6p,2026-08-31T15:01:20.710Z
z5YUNmPOL8Mgc13j72Rx,ingles,vocabulario-sustantivos,false,6.3,Comuna 10,6p,2026-08-26T13:14:23.362Z
zFvbLiYY3pAal6XZwZ3u,lengua,clasificacion-verbo,true,2.4,Sin comuna,5p,2026-08-27T17:01:51.371Z
zZZluC2BZTZKIYUPL9Ht,ciencias,planetas,true,2.4,Comuna 9,5p,2026-08-28T22:21:47.985Z
zeZPvFHmUeMbBP7wAOhy,matematica,divisibilidad,false,7.3,Comuna 10,7p,2026-08-26T13:26:16.249Z
zjIMRoZnWfVNTI2rN4wC,matematica,proporcionalidad,true,10.8,Comuna 9,7p,2026-08-28T22:30:55.333Z
zoTqtDUttWcuSS7nzIm9,geografia,continentes,true,2.2,Comuna 5,6p,2026-08-31T15:01:13.986Z
ztGaRstZtM2aDfoSyij0,musica,instrumentos-viento-metal,true,0.7,Comuna 1,5p,2026-08-31T14:56:16.670Z
